"municipio_id_sus","nome","uf_sigla","periodo_codigo","indicadores_nome","numerador","denominador_estimado","denominador_informado","nota_porcentagem","denominador_utilizado","cadastro","base_externa","porcentagem","populacao"
"230350",Cascavel,CE,"2022.Q3",Cobertura Polio e Penta,282,329,330,85,330,73745,324.0,100,72706
"410430",Campo Mourão,PR,"2022.Q3",Cobertura Polio e Penta,284,376,344,83,344,98837,366.0,91,96102
"130290",Maués,AM,"2022.Q3",Cobertura Polio e Penta,284,335,363,78,363,47700,465.0,108,66159
"231130",Quixadá,CE,"2022.Q3",Cobertura Polio e Penta,284,361,376,76,376,77628,413.0,104,88899
"412625",Sarandi,PR,"2022.Q3",Cobertura Polio e Penta,285,372,337,85,337,73924,497.0,91,98888
"522140",Trindade,GO,"2022.Q3",Cobertura Polio e Penta,285,484,410,70,410,101007,633.0,85,132006
"210170",Barreirinhas,MA,"2022.Q3",Cobertura Polio e Penta,286,379,411,70,411,67332,360.0,108,63891
"260290",Cabo de Santo Agostinho,PE,"2022.Q3",Cobertura Polio e Penta,286,683,637,45,637,154381,932.0,93,210796
"260120",Arcoverde,PE,"2022.Q3",Cobertura Polio e Penta,287,319,381,75,381,78456,306.0,119,75295
"520880",Goianira,GO,"2022.Q3",Cobertura Polio e Penta,288,467,344,62,467,72077,300.0,74,46278
"230190",Barbalha,CE,"2022.Q3",Cobertura Polio e Penta,289,402,320,72,402,69671,356.0,80,61662
"313940",Manhuaçu,MG,"2022.Q3",Cobertura Polio e Penta,289,453,414,70,414,102675,406.0,91,92074
"220211",Campo Alegre do Fidalgo,PI,"2022.Q3",Cobertura Polio e Penta,29,15,29,100,29,5557,14.0,193,5093
"353090",Mombuca,SP,"2022.Q3",Cobertura Polio e Penta,29,16,29,100,29,4559,12.0,181,3523
"220005",Acauã,PI,"2022.Q3",Cobertura Polio e Penta,29,25,29,100,29,6797,26.0,116,7119
"411610",Moreira Sales,PR,"2022.Q3",Cobertura Polio e Penta,29,32,29,100,29,10485,36.0,91,11966
"315850",Santana de Pirapama,MG,"2022.Q3",Cobertura Polio e Penta,29,13,30,97,30,8052,12.0,231,7538
"241280",São Rafael,RN,"2022.Q3",Cobertura Polio e Penta,29,15,30,97,30,8027,15.0,200,8183
"292305",Novo Triunfo,BA,"2022.Q3",Cobertura Polio e Penta,29,15,30,97,30,9357,24.0,200,15445
"430570",Condor,RS,"2022.Q3",Cobertura Polio e Penta,29,18,30,97,30,8328,15.0,167,6766
"170765",Figueirópolis,TO,"2022.Q3",Cobertura Polio e Penta,29,19,30,97,30,4926,20.0,158,5222
"171750",Pium,TO,"2022.Q3",Cobertura Polio e Penta,29,21,30,97,30,6937,24.0,143,7830
"230990",Pacujá,CE,"2022.Q3",Cobertura Polio e Penta,29,22,30,97,30,6789,21.0,136,6565
"350310",Arandu,SP,"2022.Q3",Cobertura Polio e Penta,29,23,30,97,30,6708,22.0,130,6373
"432230",Tuparendi,RS,"2022.Q3",Cobertura Polio e Penta,29,24,30,97,30,9150,20.0,125,7730
"316630",Sericita,MG,"2022.Q3",Cobertura Polio e Penta,29,25,30,97,30,8673,21.0,120,7340
"500780",Selvíria,MS,"2022.Q3",Cobertura Polio e Penta,29,25,30,97,30,8732,19.0,120,6555
"410890",Guairaçá,PR,"2022.Q3",Cobertura Polio e Penta,29,26,30,97,30,7372,23.0,115,6635
"250157",Barra de Santana,PB,"2022.Q3",Cobertura Polio e Penta,29,26,30,97,30,8625,25.0,115,8338
"431580",Roca Sales,RS,"2022.Q3",Cobertura Polio e Penta,29,28,30,97,30,11453,28.0,107,11556
"314875",Pedra Bonita,MG,"2022.Q3",Cobertura Polio e Penta,29,28,30,97,30,7392,27.0,107,7157
"250850",Livramento,PB,"2022.Q3",Cobertura Polio e Penta,29,28,30,97,30,7862,26.0,107,7274
"310990",Caetanópolis,MG,"2022.Q3",Cobertura Polio e Penta,29,29,30,97,30,11007,31.0,103,11869
"421140",Nova Erechim,SC,"2022.Q3",Cobertura Polio e Penta,29,13,31,94,31,5666,12.0,238,5163
"312087",Curral de Dentro,MG,"2022.Q3",Cobertura Polio e Penta,29,22,31,94,31,8630,20.0,141,7867
"240700",Luís Gomes,RN,"2022.Q3",Cobertura Polio e Penta,29,22,31,94,31,9210,24.0,141,10175
"431050",Iraí,RS,"2022.Q3",Cobertura Polio e Penta,29,29,31,94,31,8046,25.0,107,7046
"240080",Angicos,RN,"2022.Q3",Cobertura Polio e Penta,29,36,31,94,31,12221,34.0,86,11695
"430245",Boqueirão do Leão,RS,"2022.Q3",Cobertura Polio e Penta,29,16,32,91,32,7126,17.0,200,7691
"241270",São Pedro,RN,"2022.Q3",Cobertura Polio e Penta,29,17,32,91,32,6052,17.0,188,5889
"240510",Jandaíra,RN,"2022.Q3",Cobertura Polio e Penta,29,22,32,91,32,7211,21.0,145,6907
"353360",Nuporanga,SP,"2022.Q3",Cobertura Polio e Penta,29,27,32,91,32,8841,23.0,119,7522
"292045",Mansidão,BA,"2022.Q3",Cobertura Polio e Penta,29,15,33,88,33,9512,22.0,220,13822
"500525",Laguna Carapã,MS,"2022.Q3",Cobertura Polio e Penta,29,21,33,88,33,7317,22.0,157,7496
"432143",Terra de Areia,RS,"2022.Q3",Cobertura Polio e Penta,29,24,33,88,33,9221,30.0,138,11323
"270370",Jaramataia,AL,"2022.Q3",Cobertura Polio e Penta,29,26,33,88,33,5824,26.0,127,5751
"240170",Bom Jesus,RN,"2022.Q3",Cobertura Polio e Penta,29,36,33,88,33,11287,33.0,92,10323
"420125",Apiúna,SC,"2022.Q3",Cobertura Polio e Penta,29,38,33,88,33,11534,36.0,87,10951
"353600",Parapuã,SP,"2022.Q3",Cobertura Polio e Penta,29,28,34,85,34,11411,27.0,121,10934
"421640",São João do Sul,SC,"2022.Q3",Cobertura Polio e Penta,29,30,34,85,34,9111,24.0,113,7332
"510455",Itaúba,MT,"2022.Q3",Cobertura Polio e Penta,29,32,34,85,34,5764,20.0,106,3609
"315160",Planura,MG,"2022.Q3",Cobertura Polio e Penta,29,34,34,85,34,11469,37.0,100,12445
"293325",Vereda,BA,"2022.Q3",Cobertura Polio e Penta,29,18,35,83,35,6993,16.0,194,6105
"510619",Nova Santa Helena,MT,"2022.Q3",Cobertura Polio e Penta,29,19,35,83,35,6352,11.0,184,3755
"250527",Curral de Cima,PB,"2022.Q3",Cobertura Polio e Penta,29,22,35,83,35,6407,18.0,159,5209
"170650",Darcinópolis,TO,"2022.Q3",Cobertura Polio e Penta,29,28,35,83,35,6310,28.0,125,6250
"260670",Ibirajuba,PE,"2022.Q3",Cobertura Polio e Penta,29,29,35,83,35,7924,28.0,121,7773
"421040",Maracajá,SC,"2022.Q3",Cobertura Polio e Penta,29,33,35,83,35,8675,28.0,106,7461
"313753",Lagoa Grande,MG,"2022.Q3",Cobertura Polio e Penta,29,22,36,81,36,9454,23.0,164,9681
"412160",Renascença,PR,"2022.Q3",Cobertura Polio e Penta,29,24,36,81,36,7754,21.0,150,6772
"316294",São José da Barra,MG,"2022.Q3",Cobertura Polio e Penta,29,26,37,78,37,7972,25.0,142,7532
"293110",Tanquinho,BA,"2022.Q3",Cobertura Polio e Penta,29,19,38,76,38,8299,18.0,200,7936
"250090",Arara,PB,"2022.Q3",Cobertura Polio e Penta,29,24,38,76,38,12272,27.0,158,13613
"431660",Sananduva,RS,"2022.Q3",Cobertura Polio e Penta,29,40,38,76,38,12725,51.0,95,16382
"210620",Luís Domingues,MA,"2022.Q3",Cobertura Polio e Penta,29,39,39,74,39,7737,35.0,100,7016
"170240",Arraias,TO,"2022.Q3",Cobertura Polio e Penta,29,40,39,74,39,10891,39.0,98,10502
"315110",Pirapetinga,MG,"2022.Q3",Cobertura Polio e Penta,29,40,30,73,40,9988,43.0,75,10791
"291130",Gentio do Ouro,BA,"2022.Q3",Cobertura Polio e Penta,29,32,40,73,40,11347,32.0,125,11284
"315390",Raposos,MG,"2022.Q3",Cobertura Polio e Penta,29,47,40,73,40,15994,48.0,85,16501
"220920",Santa Filomena,PI,"2022.Q3",Cobertura Polio e Penta,29,25,42,69,42,6642,24.0,168,6256
"353630",Patrocínio Paulista,SP,"2022.Q3",Cobertura Polio e Penta,29,49,42,69,42,12977,56.0,86,14941
"410470",Carlópolis,PR,"2022.Q3",Cobertura Polio e Penta,29,43,31,67,43,11300,55.0,72,14391
"330205",Italva,RJ,"2022.Q3",Cobertura Polio e Penta,29,43,32,67,43,14000,47.0,74,15387
"410260",Barracão,PR,"2022.Q3",Cobertura Polio e Penta,29,44,35,66,44,11208,41.0,80,10347
"290323",Barro Alto,BA,"2022.Q3",Cobertura Polio e Penta,29,43,44,66,44,14619,45.0,102,15171
"521530",Orizona,GO,"2022.Q3",Cobertura Polio e Penta,29,50,47,62,47,14672,54.0,94,15834
"210890",Poção de Pedras,MA,"2022.Q3",Cobertura Polio e Penta,29,64,63,46,63,16775,66.0,98,17321
"314015",Mário Campos,MG,"2022.Q3",Cobertura Polio e Penta,29,65,54,45,65,17028,60.0,83,15814
"210560",Joselândia,MA,"2022.Q3",Cobertura Polio e Penta,29,52,66,44,66,12598,67.0,127,16228
"311615",Chapada Gaúcha,MG,"2022.Q3",Cobertura Polio e Penta,29,48,72,40,72,13582,50.0,150,14217
"311830",Conselheiro Lafaiete,MG,"2022.Q3",Cobertura Polio e Penta,290,503,359,58,503,123892,530.0,71,130584
"330285",Mesquita,RJ,"2022.Q3",Cobertura Polio e Penta,291,510,440,66,440,128548,702.0,86,177016
"210320",Chapadinha,MA,"2022.Q3",Cobertura Polio e Penta,293,464,410,71,410,83012,451.0,88,80705
"270770",Rio Largo,AL,"2022.Q3",Cobertura Polio e Penta,293,488,418,70,418,90967,406.0,86,75662
"171820",Porto Nacional,TO,"2022.Q3",Cobertura Polio e Penta,293,460,376,64,460,67924,363.0,82,53618
"521190",Jataí,GO,"2022.Q3",Cobertura Polio e Penta,293,300,490,60,490,66332,467.0,163,103221
"350850",Caçapava,SP,"2022.Q3",Cobertura Polio e Penta,296,310,346,86,346,77004,385.0,112,95752
"261390",Serra Talhada,PE,"2022.Q3",Cobertura Polio e Penta,297,484,392,61,484,92682,457.0,81,87467
"280670",São Cristóvão,SE,"2022.Q3",Cobertura Polio e Penta,298,353,394,76,394,80794,402.0,112,92090
"317070",Varginha,MG,"2022.Q3",Cobertura Polio e Penta,298,407,440,68,440,104052,538.0,108,137608
"330100",Campos dos Goytacazes,RJ,"2022.Q3",Cobertura Polio e Penta,298,812,597,37,812,193099,2163.0,74,514643
"431700",Santana da Boa Vista,RS,"2022.Q3",Cobertura Polio e Penta,3,10,6,30,10,4801,17.0,60,8037
"353170",Monteiro Lobato,SP,"2022.Q3",Cobertura Polio e Penta,3,10,11,27,11,4614,10.0,110,4739
"421810",Timbé do Sul,SC,"2022.Q3",Cobertura Polio e Penta,3,12,11,27,11,5441,12.0,92,5338
"354810",Santo Antônio do Jardim,SP,"2022.Q3",Cobertura Polio e Penta,3,11,3,27,11,4022,16.0,27,5926
"421895",Urupema,SC,"2022.Q3",Cobertura Polio e Penta,3,6,12,25,12,3022,5.0,200,2453
"354360",Rifaina,SP,"2022.Q3",Cobertura Polio e Penta,3,12,3,25,12,4535,10.0,25,3651
"430620",Cruzeiro do Sul,RS,"2022.Q3",Cobertura Polio e Penta,3,14,4,21,14,5681,31.0,29,12457
"316550",Sardoá,MG,"2022.Q3",Cobertura Polio e Penta,3,14,18,17,18,5929,15.0,129,6421
"350960",Campo Limpo Paulista,SP,"2022.Q3",Cobertura Polio e Penta,3,26,3,12,26,7477,296.0,12,86407
"432235",União da Serra,RS,"2022.Q3",Cobertura Polio e Penta,3,0,3,100,3,1354,0.0,0,1084
"311560",Cedro do Abaeté,MG,"2022.Q3",Cobertura Polio e Penta,3,0,3,100,3,1438,0.0,0,1150
"431725",Santa Tereza,RS,"2022.Q3",Cobertura Polio e Penta,3,0,3,100,3,1952,0.0,0,1722
"353286",Nova Castilho,SP,"2022.Q3",Cobertura Polio e Penta,3,1,3,100,3,1624,1.0,300,1290
"316050",Santo Antônio do Rio Abaixo,MG,"2022.Q3",Cobertura Polio e Penta,3,2,3,100,3,2147,2.0,150,1756
"431531",Quatro Irmãos,RS,"2022.Q3",Cobertura Polio e Penta,3,3,3,100,3,1833,3.0,100,1860
"430175",Barão do Triunfo,RS,"2022.Q3",Cobertura Polio e Penta,3,3,3,100,3,2034,11.0,100,7550
"432045",Sério,RS,"2022.Q3",Cobertura Polio e Penta,3,3,3,100,3,2443,2.0,100,1889
"330015",Aperibé,RJ,"2022.Q3",Cobertura Polio e Penta,3,31,23,10,31,11314,33.0,74,12036
"330245",Macuco,RJ,"2022.Q3",Cobertura Polio e Penta,3,33,18,9,33,7484,25.0,55,5646
"412270",Sabáudia,PR,"2022.Q3",Cobertura Polio e Penta,3,34,37,8,37,9146,26.0,109,6954
"431973",São Valério do Sul,RS,"2022.Q3",Cobertura Polio e Penta,3,4,3,75,4,1536,7.0,75,2732
"431513",Pouso Novo,RS,"2022.Q3",Cobertura Polio e Penta,3,4,3,75,4,2092,3.0,75,1586
"354930",São João do Pau d'Alho,SP,"2022.Q3",Cobertura Polio e Penta,3,4,3,75,4,2636,3.0,75,2095
"431455",Pirapó,RS,"2022.Q3",Cobertura Polio e Penta,3,4,3,75,4,2637,3.0,75,2205
"431046",Ipiranga do Sul,RS,"2022.Q3",Cobertura Polio e Penta,3,1,4,75,4,2108,1.0,400,1871
"521580",Palmelo,GO,"2022.Q3",Cobertura Polio e Penta,3,2,4,75,4,2851,2.0,200,2382
"411160",Ivatuba,PR,"2022.Q3",Cobertura Polio e Penta,3,2,4,75,4,3487,2.0,200,3299
"430825",Floriano Peixoto,RS,"2022.Q3",Cobertura Polio e Penta,3,3,4,75,4,1923,3.0,133,1709
"420209",Barra Bonita,SC,"2022.Q3",Cobertura Polio e Penta,3,4,4,75,4,2062,3.0,100,1625
"353657",Paulistânia,SP,"2022.Q3",Cobertura Polio e Penta,3,4,4,75,4,2352,3.0,100,1835
"520430",Caçu,GO,"2022.Q3",Cobertura Polio e Penta,3,41,42,7,42,14310,47.0,102,16525
"312340",Doresópolis,MG,"2022.Q3",Cobertura Polio e Penta,3,5,3,60,5,1946,4.0,60,1539
"354925",São João de Iracema,SP,"2022.Q3",Cobertura Polio e Penta,3,5,3,60,5,2445,4.0,60,1942
"315870",Santana do Garambéu,MG,"2022.Q3",Cobertura Polio e Penta,3,5,3,60,5,2868,4.0,60,2494
"420895",Jardinópolis,SC,"2022.Q3",Cobertura Polio e Penta,3,5,4,60,5,2088,4.0,80,1520
"354323",Ribeirão dos Índios,SP,"2022.Q3",Cobertura Polio e Penta,3,5,4,60,5,2573,4.0,80,2222
"430485",Carlos Gomes,RS,"2022.Q3",Cobertura Polio e Penta,3,1,5,60,5,1727,1.0,500,1327
"420675",Ibiam,SC,"2022.Q3",Cobertura Polio e Penta,3,2,5,60,5,2405,2.0,250,1952
"351010",Cândido Rodrigues,SP,"2022.Q3",Cobertura Polio e Penta,3,4,5,60,5,3455,3.0,125,2805
"430558",Colinas,RS,"2022.Q3",Cobertura Polio e Penta,3,6,3,50,6,3113,5.0,50,2466
"316830",Taquaraçu de Minas,MG,"2022.Q3",Cobertura Polio e Penta,3,6,3,50,6,3795,7.0,50,4120
"316700",Serranos,MG,"2022.Q3",Cobertura Polio e Penta,3,6,4,50,6,2148,5.0,67,1949
"251260",Quixabá,PB,"2022.Q3",Cobertura Polio e Penta,3,6,4,50,6,2244,5.0,67,2009
"351610",Florínia,SP,"2022.Q3",Cobertura Polio e Penta,3,7,3,43,7,4453,4.0,43,2631
"432237",Unistalda,RS,"2022.Q3",Cobertura Polio e Penta,3,7,4,43,7,1876,8.0,57,2306
"521480",Nova Aurora,GO,"2022.Q3",Cobertura Polio e Penta,3,3,7,43,7,2579,3.0,233,2236
"430692",Engenho Velho,RS,"2022.Q3",Cobertura Polio e Penta,3,8,7,43,7,1569,5.0,88,932
"150570",Ponta de Pedras,PA,"2022.Q3",Cobertura Polio e Penta,3,7,9,33,9,2192,96.0,129,32007
"432035",Sentinela do Sul,RS,"2022.Q3",Cobertura Polio e Penta,3,7,9,33,9,3599,11.0,129,5635
"210690",Monção,MA,"2022.Q3",Cobertura Polio e Penta,30,121,112,27,112,26011,157.0,93,33888
"241470",Várzea,RN,"2022.Q3",Cobertura Polio e Penta,30,14,30,100,30,5677,14.0,214,5529
"432254",Vale Real,RS,"2022.Q3",Cobertura Polio e Penta,30,18,30,100,30,7236,15.0,167,6046
"220865",Queimada Nova,PI,"2022.Q3",Cobertura Polio e Penta,30,26,30,100,30,10044,23.0,115,9041
"250780",Junco do Seridó,PB,"2022.Q3",Cobertura Polio e Penta,30,27,30,100,30,7701,25.0,111,7238
"317103",Verdelândia,MG,"2022.Q3",Cobertura Polio e Penta,30,30,30,100,30,8042,36.0,100,9527
"280220",Feira Nova,SE,"2022.Q3",Cobertura Polio e Penta,30,31,30,100,30,6892,25.0,97,5617
"220430",Fronteiras,PI,"2022.Q3",Cobertura Polio e Penta,30,34,30,100,30,10978,36.0,88,11690
"251590",Serraria,PB,"2022.Q3",Cobertura Polio e Penta,30,14,31,97,31,5967,14.0,221,6037
"411220",Janiópolis,PR,"2022.Q3",Cobertura Polio e Penta,30,15,31,97,31,6710,11.0,207,4948
"313868",Luislândia,MG,"2022.Q3",Cobertura Polio e Penta,30,17,31,97,31,6606,17.0,182,6735
"355690",Vista Alegre do Alto,SP,"2022.Q3",Cobertura Polio e Penta,30,17,31,97,31,6950,22.0,182,9163
"250740",Jericó,PB,"2022.Q3",Cobertura Polio e Penta,30,23,31,97,31,8506,21.0,135,7751
"354490",Sales Oliveira,SP,"2022.Q3",Cobertura Polio e Penta,30,32,31,97,31,12157,32.0,97,12103
"421730",Saudades,SC,"2022.Q3",Cobertura Polio e Penta,30,34,31,97,31,10844,31.0,91,9874
"316260",São João do Oriente,MG,"2022.Q3",Cobertura Polio e Penta,30,34,31,97,31,8330,30.0,91,7393
"291100",Floresta Azul,BA,"2022.Q3",Cobertura Polio e Penta,30,17,32,94,32,10057,18.0,188,10525
"350690",Bofete,SP,"2022.Q3",Cobertura Polio e Penta,30,18,32,94,32,6751,32.0,178,12107
"220345",Dom Inocêncio,PI,"2022.Q3",Cobertura Polio e Penta,30,20,32,94,32,9590,20.0,160,9574
"251275",Riachão do Bacamarte,PB,"2022.Q3",Cobertura Polio e Penta,30,21,32,94,32,5226,18.0,152,4562
"411500",Marilena,PR,"2022.Q3",Cobertura Polio e Penta,30,24,32,94,32,8669,20.0,133,7093
"430220",Boa Vista do Buricá,RS,"2022.Q3",Cobertura Polio e Penta,30,25,32,94,32,7979,21.0,128,6712
"355080",São Sebastião da Grama,SP,"2022.Q3",Cobertura Polio e Penta,30,26,32,94,32,12785,25.0,123,12137
"210465",Governador Newton Bello,MA,"2022.Q3",Cobertura Polio e Penta,30,33,32,94,32,8587,39.0,97,10121
"280370",Macambira,SE,"2022.Q3",Cobertura Polio e Penta,30,21,33,91,33,7418,20.0,157,7002
"312220",Divinolândia de Minas,MG,"2022.Q3",Cobertura Polio e Penta,30,21,33,91,33,8212,20.0,157,7655
"313862",Limeira do Oeste,MG,"2022.Q3",Cobertura Polio e Penta,30,24,33,91,33,8599,21.0,138,7640
"500515",Juti,MS,"2022.Q3",Cobertura Polio e Penta,30,25,33,91,33,7114,24.0,132,6861
"313150",Ipuiúna,MG,"2022.Q3",Cobertura Polio e Penta,30,26,33,91,33,9762,27.0,127,10156
"250980",Mulungu,PB,"2022.Q3",Cobertura Polio e Penta,30,34,33,91,33,10587,32.0,97,9962
"520080",Alvorada do Norte,GO,"2022.Q3",Cobertura Polio e Penta,30,35,33,91,33,9480,32.0,94,8749
"410965",Honório Serpa,PR,"2022.Q3",Cobertura Polio e Penta,30,16,34,88,34,6286,13.0,213,5030
"220965",São Francisco de Assis do Piauí,PI,"2022.Q3",Cobertura Polio e Penta,30,17,34,88,34,6296,16.0,200,5801
"352370",Itirapuã,SP,"2022.Q3",Cobertura Polio e Penta,30,18,34,88,34,6856,17.0,189,6587
"312245",Divisópolis,MG,"2022.Q3",Cobertura Polio e Penta,30,18,34,88,34,8754,23.0,189,11396
"311280",Capitólio,MG,"2022.Q3",Cobertura Polio e Penta,30,30,34,88,34,11974,22.0,113,8693
"220173",Betânia do Piauí,PI,"2022.Q3",Cobertura Polio e Penta,30,30,34,88,34,6638,28.0,113,6214
"220455",Guaribas,PI,"2022.Q3",Cobertura Polio e Penta,30,23,35,86,35,5891,18.0,152,4573
"431450",Pinheiro Machado,RS,"2022.Q3",Cobertura Polio e Penta,30,25,35,86,35,11264,27.0,140,12122
"291960",Macajuba,BA,"2022.Q3",Cobertura Polio e Penta,30,41,35,86,35,11123,42.0,85,11318
"171855",Riachinho,TO,"2022.Q3",Cobertura Polio e Penta,30,14,36,83,36,4727,14.0,257,4723
"510360",Dom Aquino,MT,"2022.Q3",Cobertura Polio e Penta,30,20,36,83,36,8029,20.0,180,8087
"310285",Angelândia,MG,"2022.Q3",Cobertura Polio e Penta,30,27,36,83,36,8642,27.0,133,8594
"355635",Vargem,SP,"2022.Q3",Cobertura Polio e Penta,30,37,31,81,37,11648,34.0,84,10842
"522119",Terezópolis de Goiás,GO,"2022.Q3",Cobertura Polio e Penta,30,33,37,81,37,9577,29.0,112,8326
"313535",Japonvar,MG,"2022.Q3",Cobertura Polio e Penta,30,34,38,79,38,8704,31.0,112,7991
"170600",Couto Magalhães,TO,"2022.Q3",Cobertura Polio e Penta,30,21,39,77,39,6263,19.0,186,5690
"316500",São Tiago,MG,"2022.Q3",Cobertura Polio e Penta,30,34,39,77,39,12143,31.0,115,10979
"170740",Esperantina,TO,"2022.Q3",Cobertura Polio e Penta,30,34,39,77,39,8746,44.0,115,11280
"352970",Miguelópolis,SP,"2022.Q3",Cobertura Polio e Penta,30,38,39,77,39,13273,64.0,103,22480
"220217",Campo Largo do Piauí,PI,"2022.Q3",Cobertura Polio e Penta,30,20,40,75,40,7262,20.0,200,7342
"261290",São Benedito do Sul,PE,"2022.Q3",Cobertura Polio e Penta,30,22,40,75,40,9143,39.0,182,16239
"240530",Januário Cicco,RN,"2022.Q3",Cobertura Polio e Penta,30,31,40,75,40,8950,36.0,129,10367
"250355",Cacimbas,PB,"2022.Q3",Cobertura Polio e Penta,30,45,37,67,45,8100,40.0,82,7225
"211023",Santana do Maranhão,MA,"2022.Q3",Cobertura Polio e Penta,30,22,45,67,45,9364,32.0,205,13704
"210580",Lago do Junco,MA,"2022.Q3",Cobertura Polio e Penta,30,47,35,64,47,9628,53.0,74,10900
"411250",Jardim Alegre,PR,"2022.Q3",Cobertura Polio e Penta,30,49,39,61,49,12568,43.0,80,11067
"130360",Santa Isabel do Rio Negro,AM,"2022.Q3",Cobertura Polio e Penta,30,31,49,61,49,8636,95.0,158,26566
"350530",Barra Bonita,SP,"2022.Q3",Cobertura Polio e Penta,30,42,49,61,49,18244,83.0,117,36125
"350790",Brotas,SP,"2022.Q3",Cobertura Polio e Penta,30,47,49,61,49,14313,81.0,104,24862
"110092",Chupinguaia,RO,"2022.Q3",Cobertura Polio e Penta,30,34,50,60,50,9744,41.0,147,11755
"412510",São João do Triunfo,PR,"2022.Q3",Cobertura Polio e Penta,30,42,50,60,50,13870,47.0,119,15359
"510785",São Félix do Araguaia,MT,"2022.Q3",Cobertura Polio e Penta,30,27,51,59,51,11035,29.0,189,11934
"320255",Ibitirama,ES,"2022.Q3",Cobertura Polio e Penta,30,54,41,56,54,10897,44.0,76,8830
"150590",Porto de Moz,PA,"2022.Q3",Cobertura Polio e Penta,30,59,58,52,58,11509,219.0,98,42456
"150750",São João do Araguaia,PA,"2022.Q3",Cobertura Polio e Penta,30,43,76,39,76,12681,48.0,177,14105
"120038",Plácido de Castro,AC,"2022.Q3",Cobertura Polio e Penta,30,79,79,38,79,17373,92.0,100,20147
"412405",Santa Terezinha de Itaipu,PR,"2022.Q3",Cobertura Polio e Penta,30,92,99,30,99,27265,81.0,108,23927
"314710",Pará de Minas,MG,"2022.Q3",Cobertura Polio e Penta,302,322,329,92,329,88262,349.0,102,95616
"320240",Guarapari,ES,"2022.Q3",Cobertura Polio e Penta,302,351,378,80,378,83176,543.0,108,128504
"354580",Santa Bárbara d'Oeste,SP,"2022.Q3",Cobertura Polio e Penta,302,322,470,64,470,92192,682.0,146,195278
"291460",Irecê,BA,"2022.Q3",Cobertura Polio e Penta,304,429,340,71,429,82892,383.0,79,74050
"230020",Acaraú,CE,"2022.Q3",Cobertura Polio e Penta,305,344,362,84,362,68882,317.0,105,63556
"510704",Primavera do Leste,MT,"2022.Q3",Cobertura Polio e Penta,305,452,412,74,412,70218,411.0,91,63876
"510622",Nova Mutum,MT,"2022.Q3",Cobertura Polio e Penta,307,415,356,86,356,66421,301.0,86,48222
"410150",Arapongas,PR,"2022.Q3",Cobertura Polio e Penta,307,419,387,79,387,118047,449.0,92,126545
"352340",Itatiba,SP,"2022.Q3",Cobertura Polio e Penta,309,372,349,89,349,110089,420.0,94,124254
"421130",Navegantes,SC,"2022.Q3",Cobertura Polio e Penta,309,419,421,73,421,85735,419.0,100,85734
"291072",Eunápolis,BA,"2022.Q3",Cobertura Polio e Penta,309,491,404,63,491,96798,585.0,82,115360
"520870",Goiânia,GO,"2022.Q3",Cobertura Polio e Penta,3091,3280,4539,68,4539,787642,6479.0,138,1555626
"140040",Normandia,RR,"2022.Q3",Cobertura Polio e Penta,31,127,59,24,127,11116,134.0,46,11772
"280570",Propriá,SE,"2022.Q3",Cobertura Polio e Penta,31,136,97,23,136,26657,152.0,71,29756
"431415",Paverama,RS,"2022.Q3",Cobertura Polio e Penta,31,16,31,100,31,8697,16.0,194,8541
"354400",Rio das Pedras,SP,"2022.Q3",Cobertura Polio e Penta,31,18,31,100,31,5252,125.0,172,36233
"220890",Ribeiro Gonçalves,PI,"2022.Q3",Cobertura Polio e Penta,31,21,31,100,31,6472,24.0,148,7408
"270620",Palestina,AL,"2022.Q3",Cobertura Polio e Penta,31,23,31,100,31,5272,22.0,135,5061
"354950",São José da Bela Vista,SP,"2022.Q3",Cobertura Polio e Penta,31,23,31,100,31,7996,26.0,135,8991
"220720",Padre Marcos,PI,"2022.Q3",Cobertura Polio e Penta,31,28,31,100,31,7284,26.0,111,6879
"353420",Orindiúva,SP,"2022.Q3",Cobertura Polio e Penta,31,21,32,97,32,8012,19.0,152,7318
"314505",Nova Porteirinha,MG,"2022.Q3",Cobertura Polio e Penta,31,22,32,97,32,7588,22.0,145,7493
"420610",Grão Pará,SC,"2022.Q3",Cobertura Polio e Penta,31,24,32,97,32,7335,22.0,133,6621
"250950",Montadas,PB,"2022.Q3",Cobertura Polio e Penta,31,27,32,97,32,6559,24.0,119,5806
"320316",Laranja da Terra,ES,"2022.Q3",Cobertura Polio e Penta,31,31,32,97,32,12533,27.0,103,10919
"431510",Porto Xavier,RS,"2022.Q3",Cobertura Polio e Penta,31,25,33,94,33,11015,23.0,132,10144
"292470",Piripá,BA,"2022.Q3",Cobertura Polio e Penta,31,26,33,94,33,10181,26.0,127,10253
"220480",Ipiranga do Piauí,PI,"2022.Q3",Cobertura Polio e Penta,31,27,33,94,33,9546,28.0,122,9863
"420040",Água Doce,SC,"2022.Q3",Cobertura Polio e Penta,31,31,33,94,33,7851,28.0,106,7160
"410010",Abatiá,PR,"2022.Q3",Cobertura Polio e Penta,31,31,33,94,33,7937,29.0,106,7360
"320465",São Domingos do Norte,ES,"2022.Q3",Cobertura Polio e Penta,31,33,33,94,33,10240,28.0,100,8735
"241140",Santana do Matos,RN,"2022.Q3",Cobertura Polio e Penta,31,35,33,94,33,12460,33.0,94,11808
